"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"5673",37,"F","African-American","25 - 45","Medium","Male",2,0,7,0,0,"2013-01-14 04:05:27","2013-01-14 08:46:06",1,0,"F","25 - 45","African-American","Male","HighScore"
"5674",44,"F","African-American","25 - 45","Medium","Male",6,-1,6,0,0,"2013-10-22 04:50:30","2013-10-24 03:57:27",1,0,"F","25 - 45","African-American","Male","HighScore"
"5675",33,"M","Caucasian","25 - 45","Medium","Female",7,-6,6,0,0,"2013-11-02 07:20:05","2013-11-03 01:50:08",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5676",22,"F","Hispanic","Less than 25","Medium","Male",0,-1,6,0,0,"2013-03-27 07:30:55","2013-03-28 08:32:07",1,0,"F","Less than 25","Hispanic","Male","HighScore"
"5677",28,"M","African-American","25 - 45","Medium","Male",5,-1,6,0,0,"2013-03-16 04:56:02","2013-03-17 08:00:45",1,0,"M","25 - 45","African-American","Male","HighScore"
"5678",28,"F","African-American","25 - 45","High","Male",11,-1,10,0,0,"2013-11-01 07:35:10","2013-11-27 07:48:37",1,0,"F","25 - 45","African-American","Male","HighScore"
"5679",21,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-05-13 06:53:22","2013-05-14 06:24:49",1,0,"M","Less than 25","Other","Male","HighScore"
"5680",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,0,0,"2013-08-16 10:52:42","2013-09-18 05:34:14",1,0,"M","25 - 45","African-American","Male","HighScore"
"5681",57,"M","African-American","Greater than 45","High","Male",27,-9,10,0,0,"2013-12-30 09:12:41","2014-01-08 10:44:51",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5682",37,"F","African-American","25 - 45","High","Male",24,-1,8,0,0,"2013-01-20 03:28:03","2013-02-09 02:24:01",1,0,"F","25 - 45","African-American","Male","HighScore"
"5683",23,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0,"2013-02-10 12:53:04","2013-02-11 07:30:44",1,0,"F","Less than 25","African-American","Male","HighScore"
"5684",38,"M","Caucasian","25 - 45","Medium","Male",1,0,6,0,0,"2013-01-04 12:48:45","2013-01-19 09:25:50",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5685",23,"F","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-05-05 05:12:30","2013-05-06 08:15:16",1,0,"F","Less than 25","African-American","Male","HighScore"
"5686",27,"F","African-American","25 - 45","High","Male",10,-1,9,0,0,"2013-02-28 11:54:44","2013-03-08 08:37:14",1,0,"F","25 - 45","African-American","Male","HighScore"
"5687",25,"F","African-American","25 - 45","Medium","Male",9,0,7,0,0,"2013-02-27 04:07:32","2013-03-01 11:04:29",1,0,"F","25 - 45","African-American","Male","HighScore"
"5688",27,"M","African-American","25 - 45","Medium","Male",3,-23,7,0,0,"2013-09-25 04:20:19","2013-09-26 09:32:53",1,0,"M","25 - 45","African-American","Male","HighScore"
"5689",29,"F","African-American","25 - 45","High","Male",0,-1,8,0,0,"2013-05-13 07:26:35","2013-05-16 03:43:24",1,0,"F","25 - 45","African-American","Male","HighScore"
"5690",51,"F","African-American","Greater than 45","Medium","Male",3,0,7,0,0,"2014-01-22 12:07:26","2014-01-22 08:34:55",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5691",28,"M","African-American","25 - 45","Medium","Male",5,-1,6,0,0,"2013-01-23 11:19:27","2013-02-20 07:44:00",1,0,"M","25 - 45","African-American","Male","HighScore"
"5692",45,"M","Hispanic","Greater than 45","Medium","Male",1,-1,6,0,0,"2013-12-28 11:13:04","2014-01-24 05:22:59",1,0,"M","Greater than 45","Hispanic","Male","HighScore"
"5693",35,"F","Hispanic","25 - 45","High","Male",12,-1,9,0,0,"2014-02-10 02:02:43","2014-02-20 10:54:05",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5694",28,"F","Caucasian","25 - 45","Medium","Male",0,0,7,0,0,"2013-04-07 02:56:56","2013-04-08 03:59:28",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5695",39,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,0,"2013-05-22 02:25:27","2013-05-26 02:44:47",1,0,"F","25 - 45","African-American","Male","HighScore"
"5696",31,"M","Caucasian","25 - 45","High","Female",0,-1,9,0,0,"2013-11-10 05:13:10","2013-11-15 03:36:58",1,0,"M","25 - 45","Caucasian","Female","HighScore"
"5697",32,"M","Caucasian","25 - 45","Medium","Male",6,0,7,0,0,"2014-02-06 04:39:20","2014-02-06 08:49:20",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5698",41,"M","Caucasian","25 - 45","Medium","Male",9,-1,6,0,0,"2013-01-11 08:17:58","2013-02-13 05:54:09",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5699",31,"M","African-American","25 - 45","High","Male",5,0,10,0,0,"2013-09-05 01:39:00","2013-09-05 07:44:12",1,0,"M","25 - 45","African-American","Male","HighScore"
"5700",30,"F","African-American","25 - 45","High","Male",11,0,10,0,0,"2013-02-03 02:23:20","2013-05-31 05:51:07",1,0,"F","25 - 45","African-American","Male","HighScore"
"5701",24,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-04-14 10:11:00","2013-04-15 03:52:07",1,0,"M","Less than 25","African-American","Male","HighScore"
"5702",27,"F","Caucasian","25 - 45","High","Male",1,-1,9,0,0,"2014-01-01 04:41:12","2014-01-02 08:10:32",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5703",25,"F","African-American","25 - 45","High","Male",0,0,8,0,0,"2013-09-19 04:53:03","2013-09-21 01:36:58",1,0,"F","25 - 45","African-American","Male","HighScore"
"5704",26,"F","African-American","25 - 45","Medium","Male",6,-1,6,0,0,"2013-08-21 12:18:44","2013-08-23 04:24:07",1,0,"F","25 - 45","African-American","Male","HighScore"
"5705",25,"F","African-American","25 - 45","High","Male",2,-1,9,0,0,"2013-01-07 07:36:11","2013-10-08 11:00:00",1,0,"F","25 - 45","African-American","Male","HighScore"
"5706",27,"F","African-American","25 - 45","High","Male",4,-1,8,0,0,"2013-03-11 08:04:33","2013-04-13 08:56:18",1,0,"F","25 - 45","African-American","Male","HighScore"
"5707",24,"M","African-American","Less than 25","Medium","Male",3,-1,7,0,0,"2013-01-20 11:28:26","2013-01-27 02:04:07",1,0,"M","Less than 25","African-American","Male","HighScore"
"5708",30,"M","African-American","25 - 45","High","Male",18,-1,10,0,0,"2013-08-18 07:29:15","2013-09-05 04:16:47",1,0,"M","25 - 45","African-American","Male","HighScore"
"5709",29,"F","African-American","25 - 45","High","Male",1,-1,9,0,0,"2013-01-08 06:02:56","2013-10-25 08:31:58",1,0,"F","25 - 45","African-American","Male","HighScore"
"5710",51,"M","African-American","Greater than 45","Medium","Male",5,0,7,0,0,"2013-02-22 12:10:28","2013-02-27 05:48:51",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5711",24,"M","African-American","Less than 25","Medium","Female",6,-1,6,0,0,"2013-01-30 07:28:56","2013-12-06 07:37:33",1,0,"M","Less than 25","African-American","Female","HighScore"
"5712",26,"M","African-American","25 - 45","Medium","Male",2,0,7,0,0,"2013-01-17 05:17:57","2013-01-17 07:05:29",1,0,"M","25 - 45","African-American","Male","HighScore"
"5713",44,"F","African-American","25 - 45","High","Male",9,-28,8,0,0,"2013-07-08 03:02:29","2013-08-02 11:00:32",1,0,"F","25 - 45","African-American","Male","HighScore"
"5714",21,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0,"2013-05-24 04:57:35","2013-06-01 04:53:45",1,0,"F","Less than 25","African-American","Male","HighScore"
"5715",46,"F","African-American","Greater than 45","High","Male",2,-1,9,0,0,"2013-02-25 08:20:16","2013-02-26 06:41:08",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5716",31,"F","African-American","25 - 45","Medium","Male",9,-1,7,0,0,"2013-02-28 10:35:31","2013-03-01 08:06:02",1,0,"F","25 - 45","African-American","Male","HighScore"
"5717",25,"F","African-American","25 - 45","Medium","Male",1,0,6,0,0,"2013-01-27 06:04:54","2013-01-29 04:29:16",1,0,"F","25 - 45","African-American","Male","HighScore"
"5718",25,"F","Hispanic","25 - 45","Medium","Male",0,-1,7,0,0,"2013-12-06 05:45:53","2013-12-07 01:44:27",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5719",43,"F","Caucasian","25 - 45","High","Female",7,-21,8,0,0,"2013-11-20 09:22:12","2013-11-29 01:21:20",1,0,"F","25 - 45","Caucasian","Female","HighScore"
"5720",33,"F","Other","25 - 45","Medium","Male",3,-1,7,0,0,"2013-09-13 09:19:08","2013-09-14 07:26:07",1,0,"F","25 - 45","Other","Male","HighScore"
"5721",26,"F","African-American","25 - 45","High","Male",1,0,9,0,0,"2013-03-20 12:31:18","2013-03-20 08:23:50",1,0,"F","25 - 45","African-American","Male","HighScore"
"5722",21,"F","Other","Less than 25","Medium","Male",0,-1,6,0,0,"2013-01-30 07:10:03","2013-02-04 10:22:57",1,0,"F","Less than 25","Other","Male","HighScore"
"5723",24,"F","Caucasian","Less than 25","High","Female",0,-1,8,0,0,"2013-10-08 12:11:04","2013-11-14 06:47:36",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5724",38,"F","African-American","25 - 45","Medium","Male",9,-5,6,0,0,"2013-08-29 04:44:36","2013-09-01 02:25:46",1,0,"F","25 - 45","African-American","Male","HighScore"
"5725",25,"F","African-American","25 - 45","Medium","Female",5,-1,7,0,0,"2013-12-07 11:35:44","2013-12-08 07:59:31",1,0,"F","25 - 45","African-American","Female","HighScore"
"5726",23,"F","African-American","Less than 25","Medium","Male",2,-1,7,0,0,"2013-01-15 04:57:11","2013-02-02 11:24:05",1,0,"F","Less than 25","African-American","Male","HighScore"
"5727",34,"F","Caucasian","25 - 45","Medium","Male",1,-1,6,0,0,"2013-04-25 10:30:51","2013-04-28 06:19:11",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5728",21,"F","African-American","Less than 25","Medium","Male",0,-2,6,0,0,"2013-06-18 04:27:00","2013-06-19 08:00:00",1,0,"F","Less than 25","African-American","Male","HighScore"
"5729",38,"F","African-American","25 - 45","Medium","Male",15,0,6,0,0,"2013-02-19 01:33:33","2013-04-15 11:26:03",1,0,"F","25 - 45","African-American","Male","HighScore"
"5730",48,"F","Caucasian","Greater than 45","Medium","Male",9,-1,6,0,0,"2013-03-06 04:52:48","2013-03-07 06:01:55",1,0,"F","Greater than 45","Caucasian","Male","HighScore"
"5731",33,"F","African-American","25 - 45","High","Male",4,-1,10,0,0,"2013-01-02 06:52:47","2013-01-03 09:21:03",1,0,"F","25 - 45","African-American","Male","HighScore"
"5732",22,"M","African-American","Less than 25","Medium","Male",0,-2,6,0,0,"2013-12-14 09:58:29","2013-12-15 01:35:55",1,0,"M","Less than 25","African-American","Male","HighScore"
"5733",23,"F","African-American","Less than 25","Medium","Male",2,0,6,0,0,"2013-05-15 12:48:05","2014-01-08 08:48:48",1,0,"F","Less than 25","African-American","Male","HighScore"
"5734",21,"F","Caucasian","Less than 25","High","Male",1,-1,8,0,0,"2013-09-04 08:11:26","2013-09-17 04:53:45",1,0,"F","Less than 25","Caucasian","Male","HighScore"
"5735",35,"F","African-American","25 - 45","High","Male",13,-1,10,0,0,"2013-02-20 04:28:30","2013-02-21 02:00:22",1,0,"F","25 - 45","African-American","Male","HighScore"
"5736",22,"M","African-American","Less than 25","Medium","Male",0,-1,6,0,0,"2014-01-09 05:27:43","2014-01-12 03:57:27",1,0,"M","Less than 25","African-American","Male","HighScore"
"5737",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,6,0,0,"2013-08-26 08:11:05","2013-08-29 05:55:18",1,0,"F","Less than 25","Caucasian","Female","HighScore"
"5738",24,"F","African-American","Less than 25","High","Female",1,-1,9,0,0,"2013-02-06 10:07:57","2013-02-10 04:53:33",1,0,"F","Less than 25","African-American","Female","HighScore"
"5739",23,"F","African-American","Less than 25","Medium","Male",3,0,7,0,0,"2014-03-10 02:25:18","2014-03-11 02:54:42",1,0,"F","Less than 25","African-American","Male","HighScore"
"5740",25,"M","Caucasian","25 - 45","Medium","Male",2,0,6,0,0,"2013-03-19 03:36:03","2013-03-20 04:10:08",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5741",22,"F","Caucasian","Less than 25","High","Male",1,-1,9,0,0,"2013-07-31 02:58:40","2013-08-01 09:55:06",1,0,"F","Less than 25","Caucasian","Male","HighScore"
"5742",61,"F","Caucasian","Greater than 45","Medium","Male",10,-1,6,0,0,"2013-10-02 11:48:45","2013-10-25 08:32:28",1,0,"F","Greater than 45","Caucasian","Male","HighScore"
"5743",50,"F","Caucasian","Greater than 45","Medium","Male",0,-1,7,0,0,"2014-02-11 04:53:10","2014-03-13 10:02:48",1,0,"F","Greater than 45","Caucasian","Male","HighScore"
"5744",44,"M","Caucasian","25 - 45","Medium","Male",16,-1,7,0,0,"2013-01-25 06:55:19","2013-04-17 04:51:55",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5745",54,"F","African-American","Greater than 45","Medium","Female",7,-1,6,0,0,"2013-05-11 09:03:48","2013-05-30 05:36:11",1,0,"F","Greater than 45","African-American","Female","HighScore"
"5746",26,"M","Caucasian","25 - 45","Medium","Male",0,-1,6,0,0,"2014-01-25 11:17:21","2014-01-26 08:05:58",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5747",22,"M","African-American","Less than 25","High","Male",0,-1,9,0,0,"2013-04-24 01:27:25","2013-04-26 04:29:27",1,0,"M","Less than 25","African-American","Male","HighScore"
"5748",28,"F","African-American","25 - 45","Medium","Male",4,-1,7,0,0,"2013-03-24 11:47:45","2013-04-23 09:07:38",1,0,"F","25 - 45","African-American","Male","HighScore"
"5749",52,"F","African-American","Greater than 45","High","Female",8,-1,9,0,0,"2013-05-01 09:03:54","2013-06-13 10:32:00",1,0,"F","Greater than 45","African-American","Female","HighScore"
"5750",23,"F","African-American","Less than 25","High","Male",2,-1,9,0,0,"2013-01-29 05:48:24","2013-04-16 01:26:37",1,0,"F","Less than 25","African-American","Male","HighScore"
"5751",28,"F","Caucasian","25 - 45","High","Male",14,-1,9,0,0,"2013-12-30 11:05:49","2013-12-31 07:56:01",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5752",37,"M","Caucasian","25 - 45","Medium","Male",1,-1,6,0,0,"2013-05-25 05:53:02","2013-05-26 08:34:47",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5753",31,"F","African-American","25 - 45","High","Female",14,-1,8,0,0,"2013-01-28 12:24:29","2013-01-30 07:55:23",1,0,"F","25 - 45","African-American","Female","HighScore"
"5754",23,"M","Hispanic","Less than 25","Medium","Male",0,-1,7,0,0,"2013-08-22 07:07:54","2013-08-23 10:48:29",1,0,"M","Less than 25","Hispanic","Male","HighScore"
"5755",28,"F","African-American","25 - 45","High","Male",5,-1,10,0,0,"2013-01-05 09:01:27","2013-05-22 06:02:36",1,0,"F","25 - 45","African-American","Male","HighScore"
"5756",21,"M","African-American","Less than 25","High","Male",0,-1,10,0,0,"2014-02-16 03:54:36","2014-02-17 01:12:04",1,0,"M","Less than 25","African-American","Male","HighScore"
"5757",45,"F","Hispanic","Greater than 45","Medium","Male",8,-1,6,0,0,"2013-09-22 06:06:07","2013-09-23 08:07:27",1,0,"F","Greater than 45","Hispanic","Male","HighScore"
"5758",21,"F","African-American","Less than 25","Medium","Female",0,-1,6,0,0,"2013-08-24 08:03:44","2013-08-25 08:34:40",1,0,"F","Less than 25","African-American","Female","HighScore"
"5759",33,"F","Caucasian","25 - 45","Medium","Male",3,-1,6,0,0,"2013-01-24 03:35:01","2013-01-25 08:05:03",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5760",31,"M","Caucasian","25 - 45","Medium","Male",6,-1,7,0,0,"2013-08-25 02:54:37","2013-09-04 08:36:01",1,0,"M","25 - 45","Caucasian","Male","HighScore"
"5761",20,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0,"2014-02-01 09:21:02","2014-02-02 07:48:18",1,0,"F","Less than 25","African-American","Male","HighScore"
"5762",27,"F","Caucasian","25 - 45","Medium","Male",0,-3,6,0,0,"2013-07-05 02:10:44","2013-07-06 07:33:50",1,0,"F","25 - 45","Caucasian","Male","HighScore"
"5763",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2013-03-21 06:38:57","2013-03-23 04:48:56",1,0,"F","Less than 25","African-American","Male","HighScore"
"5764",26,"F","African-American","25 - 45","High","Male",0,-1,8,0,0,"2013-02-06 10:27:22","2013-02-07 08:07:33",1,0,"F","25 - 45","African-American","Male","HighScore"
"5765",28,"F","African-American","25 - 45","Medium","Male",1,0,7,0,0,"2014-01-11 05:21:34","2014-01-11 08:39:59",1,0,"F","25 - 45","African-American","Male","HighScore"
"5766",33,"F","African-American","25 - 45","Medium","Male",6,-1,6,0,0,"2013-02-17 07:07:48","2013-02-18 02:48:50",1,0,"F","25 - 45","African-American","Male","HighScore"
"5767",30,"F","African-American","25 - 45","High","Male",10,0,9,0,0,"2013-04-22 12:52:54","2013-07-25 06:28:53",1,0,"F","25 - 45","African-American","Male","HighScore"
"5768",56,"M","African-American","Greater than 45","High","Male",9,0,8,0,0,"2014-01-07 12:09:17","2014-01-08 04:07:24",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5769",25,"F","Caucasian","25 - 45","Medium","Female",0,-1,6,0,0,"2013-04-08 11:29:18","2013-04-09 08:33:10",1,0,"F","25 - 45","Caucasian","Female","HighScore"
"5770",37,"F","African-American","25 - 45","Medium","Male",5,-29,6,0,0,"2013-01-22 04:11:17","2013-01-22 05:54:26",1,0,"F","25 - 45","African-American","Male","HighScore"
"5771",21,"F","African-American","Less than 25","High","Male",0,-1,9,0,0,"2013-03-21 06:33:48","2013-03-23 07:11:35",1,0,"F","Less than 25","African-American","Male","HighScore"
"5772",22,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0,"2013-04-13 06:02:46","2013-04-24 09:03:40",1,0,"F","Less than 25","African-American","Male","HighScore"
"5773",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2014-02-01 03:12:15","2014-02-03 08:44:42",1,0,"F","Less than 25","African-American","Male","HighScore"
"5774",31,"F","Hispanic","25 - 45","High","Male",0,-1,10,0,0,"2013-05-23 07:29:12","2013-08-12 07:13:27",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5775",25,"M","African-American","25 - 45","Medium","Male",3,0,6,0,0,"2013-02-07 03:50:07","2013-02-14 08:43:04",1,0,"M","25 - 45","African-American","Male","HighScore"
"5776",46,"M","African-American","Greater than 45","Medium","Male",12,-1,6,0,0,"2013-12-03 06:33:18","2013-12-06 05:45:30",1,0,"M","Greater than 45","African-American","Male","HighScore"
"5777",60,"F","African-American","Greater than 45","High","Male",9,-1,8,0,0,"2014-02-24 09:52:30","2014-02-25 09:47:44",1,0,"F","Greater than 45","African-American","Male","HighScore"
"5778",29,"M","Hispanic","25 - 45","High","Male",1,-2,9,0,0,"2013-12-16 09:49:44","2013-12-17 08:43:38",1,0,"M","25 - 45","Hispanic","Male","HighScore"
"5779",25,"F","African-American","25 - 45","High","Male",5,-1,8,0,0,"2013-02-07 03:54:36","2013-03-14 07:25:50",1,0,"F","25 - 45","African-American","Male","HighScore"
"5780",25,"M","African-American","25 - 45","Medium","Male",1,-1,6,0,0,"2013-03-19 01:12:22","2013-03-20 01:14:42",1,0,"M","25 - 45","African-American","Male","HighScore"
"5781",34,"F","African-American","25 - 45","High","Male",22,-29,9,0,0,"2013-04-04 05:00:38","2013-04-06 04:51:59",1,0,"F","25 - 45","African-American","Male","HighScore"
"5782",35,"F","Hispanic","25 - 45","Medium","Male",7,0,7,0,0,"2013-12-05 02:13:10","2013-12-06 04:02:34",1,0,"F","25 - 45","Hispanic","Male","HighScore"
"5783",30,"M","African-American","25 - 45","High","Male",4,-1,10,0,0,"2013-09-26 07:37:18","2013-11-19 09:00:53",1,0,"M","25 - 45","African-American","Male","HighScore"
"5784",37,"F","African-American","25 - 45","High","Male",0,-1,9,0,0,"2013-10-29 08:50:13","2013-10-30 08:06:26",1,0,"F","25 - 45","African-American","Male","HighScore"
